Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crushedCentrifuged:42, oredict.crushedCentrifugedBeryllium8.name
gregtech:gt.meta.crushedCentrifuged:50, oredict.crushedCentrifugedBoron.name
gregtech:gt.meta.crushedCentrifuged:51, oredict.crushedCentrifugedBoron11.name
gregtech:gt.meta.crushedCentrifuged:60, oredict.crushedCentrifugedCarbon.name
gregtech:gt.meta.crushedCentrifuged:61, oredict.crushedCentrifugedCarbon13.name
gregtech:gt.meta.crushedCentrifuged:62, oredict.crushedCentrifugedCarbon14.name
gregtech:gt.meta.crushedCentrifuged:90, oredict.crushedCentrifugedFluorine.name
gregtech:gt.meta.crushedCentrifuged:110, oredict.crushedCentrifugedSodium.name
gregtech:gt.meta.crushedCentrifuged:120, oredict.crushedCentrifugedMagnesium.name
gregtech:gt.meta.crushedCentrifuged:130, oredict.crushedCentrifugedAluminium.name
gregtech:gt.meta.crushedCentrifuged:140, oredict.crushedCentrifugedSilicon.name
gregtech:gt.meta.crushedCentrifuged:150, oredict.crushedCentrifugedPhosphor.name
gregtech:gt.meta.crushedCentrifuged:160, oredict.crushedCentrifugedSulfur.name
gregtech:gt.meta.crushedCentrifuged:190, oredict.crushedCentrifugedPotassium.name
gregtech:gt.meta.crushedCentrifuged:200, oredict.crushedCentrifugedCalcium.name
gregtech:gt.meta.crushedCentrifuged:220, oredict.crushedCentrifugedTitanium.name
gregtech:gt.meta.crushedCentrifuged:230, oredict.crushedCentrifugedVanadium.name
gregtech:gt.meta.crushedCentrifuged:240, oredict.crushedCentrifugedChromium.name
gregtech:gt.meta.crushedCentrifuged:250, oredict.crushedCentrifugedManganese.name
gregtech:gt.meta.crushedCentrifuged:260, oredict.crushedCentrifugedIron.name
gregtech:gt.meta.crushedCentrifuged:270, oredict.crushedCentrifugedCobalt.name
gregtech:gt.meta.crushedCentrifuged:278, oredict.crushedCentrifugedCobalt60.name
gregtech:gt.meta.crushedCentrifuged:280, oredict.crushedCentrifugedNickel.name
gregtech:gt.meta.crushedCentrifuged:290, oredict.crushedCentrifugedCopper.name
gregtech:gt.meta.crushedCentrifuged:300, oredict.crushedCentrifugedZinc.name
gregtech:gt.meta.crushedCentrifuged:310, oredict.crushedCentrifugedGallium.name
gregtech:gt.meta.crushedCentrifuged:320, oredict.crushedCentrifugedGermanium.name
gregtech:gt.meta.crushedCentrifuged:330, oredict.crushedCentrifugedArsenic.name
gregtech:gt.meta.crushedCentrifuged:340, oredict.crushedCentrifugedSelenium.name
gregtech:gt.meta.crushedCentrifuged:370, oredict.crushedCentrifugedRubidium.name
gregtech:gt.meta.crushedCentrifuged:380, oredict.crushedCentrifugedStrontium.name
gregtech:gt.meta.crushedCentrifuged:390, oredict.crushedCentrifugedYttrium.name
gregtech:gt.meta.crushedCentrifuged:400, oredict.crushedCentrifugedZirconium.name
gregtech:gt.meta.crushedCentrifuged:410, oredict.crushedCentrifugedNiobium.name
gregtech:gt.meta.crushedCentrifuged:420, oredict.crushedCentrifugedMolybdenum.name
gregtech:gt.meta.crushedCentrifuged:430, oredict.crushedCentrifugedTechnetium.name
gregtech:gt.meta.crushedCentrifuged:440, oredict.crushedCentrifugedRuthenium.name
gregtech:gt.meta.crushedCentrifuged:450, oredict.crushedCentrifugedRhodium.name
gregtech:gt.meta.crushedCentrifuged:460, oredict.crushedCentrifugedPalladium.name
gregtech:gt.meta.crushedCentrifuged:470, oredict.crushedCentrifugedSilver.name
gregtech:gt.meta.crushedCentrifuged:480, oredict.crushedCentrifugedCadmium.name
gregtech:gt.meta.crushedCentrifuged:490, oredict.crushedCentrifugedIndium.name
gregtech:gt.meta.crushedCentrifuged:500, oredict.crushedCentrifugedTin.name
gregtech:gt.meta.crushedCentrifuged:510, oredict.crushedCentrifugedAntimony.name
gregtech:gt.meta.crushedCentrifuged:530, oredict.crushedCentrifugedIodine.name
gregtech:gt.meta.crushedCentrifuged:550, oredict.crushedCentrifugedCaesium.name
gregtech:gt.meta.crushedCentrifuged:560, oredict.crushedCentrifugedBarium.name
gregtech:gt.meta.crushedCentrifuged:570, oredict.crushedCentrifugedLanthanum.name
gregtech:gt.meta.crushedCentrifuged:580, oredict.crushedCentrifugedCerium.name
gregtech:gt.meta.crushedCentrifuged:600, oredict.crushedCentrifugedNeodymium.name
gregtech:gt.meta.crushedCentrifuged:700, oredict.crushedCentrifugedYtterbium.name
gregtech:gt.meta.crushedCentrifuged:720, oredict.crushedCentrifugedHafnium.name
gregtech:gt.meta.crushedCentrifuged:730, oredict.crushedCentrifugedTantalum.name
gregtech:gt.meta.crushedCentrifuged:740, oredict.crushedCentrifugedTungsten.name
gregtech:gt.meta.crushedCentrifuged:750, oredict.crushedCentrifugedRhenium.name
gregtech:gt.meta.crushedCentrifuged:760, oredict.crushedCentrifugedOsmiumElemental.name
gregtech:gt.meta.crushedCentrifuged:770, oredict.crushedCentrifugedIridium.name
gregtech:gt.meta.crushedCentrifuged:780, oredict.crushedCentrifugedPlatinum.name
gregtech:gt.meta.crushedCentrifuged:790, oredict.crushedCentrifugedGold.name
gregtech:gt.meta.crushedCentrifuged:800, oredict.crushedCentrifugedMercury.name
gregtech:gt.meta.crushedCentrifuged:820, oredict.crushedCentrifugedLead.name
gregtech:gt.meta.crushedCentrifuged:830, oredict.crushedCentrifugedBismuth.name
gregtech:gt.meta.crushedCentrifuged:850, oredict.crushedCentrifugedAstatine.name
gregtech:gt.meta.crushedCentrifuged:880, oredict.crushedCentrifugedRadium.name
gregtech:gt.meta.crushedCentrifuged:890, oredict.crushedCentrifugedActinium.name
gregtech:gt.meta.crushedCentrifuged:900, oredict.crushedCentrifugedThorium.name
gregtech:gt.meta.crushedCentrifuged:920, oredict.crushedCentrifugedUranium.name
gregtech:gt.meta.crushedCentrifuged:921, oredict.crushedCentrifugedUranium235.name
gregtech:gt.meta.crushedCentrifuged:922, oredict.crushedCentrifugedUranium233.name
gregtech:gt.meta.crushedCentrifuged:930, oredict.crushedCentrifugedNeptunium.name
gregtech:gt.meta.crushedCentrifuged:940, oredict.crushedCentrifugedPlutonium.name
gregtech:gt.meta.crushedCentrifuged:943, oredict.crushedCentrifugedPlutonium241.name
gregtech:gt.meta.crushedCentrifuged:945, oredict.crushedCentrifugedPlutonium243.name
gregtech:gt.meta.crushedCentrifuged:947, oredict.crushedCentrifugedPlutonium239.name
gregtech:gt.meta.crushedCentrifuged:950, oredict.crushedCentrifugedAmericium.name
gregtech:gt.meta.crushedCentrifuged:951, oredict.crushedCentrifugedAmericium241.name
gregtech:gt.meta.crushedCentrifuged:1170, oredict.crushedCentrifugedFarnsium.name
gregtech:gt.meta.crushedCentrifuged:1250, oredict.crushedCentrifugedTritaniumElemental.name
gregtech:gt.meta.crushedCentrifuged:1260, oredict.crushedCentrifugedTrinium.name
gregtech:gt.meta.crushedCentrifuged:1450, oredict.crushedCentrifugedDuraniumElemental.name
gregtech:gt.meta.crushedCentrifuged:1520, oredict.crushedCentrifugedVibranium.name
gregtech:gt.meta.crushedCentrifuged:1740, oredict.crushedCentrifugedNaquadah.name
gregtech:gt.meta.crushedCentrifuged:1741, oredict.crushedCentrifugedNaquadahEnriched.name
gregtech:gt.meta.crushedCentrifuged:1742, oredict.crushedCentrifugedNaquadria.name
gregtech:gt.meta.crushedCentrifuged:2210, oredict.crushedCentrifugedAtlarus.name
gregtech:gt.meta.crushedCentrifuged:8000, oredict.crushedCentrifugedSiliconDioxide.name
gregtech:gt.meta.crushedCentrifuged:8003, oredict.crushedCentrifugedCarborundum.name
gregtech:gt.meta.crushedCentrifuged:8005, oredict.crushedCentrifugedFerrite.name
gregtech:gt.meta.crushedCentrifuged:8006, oredict.crushedCentrifugedDatolite.name
gregtech:gt.meta.crushedCentrifuged:8008, oredict.crushedCentrifugedAlumina.name
gregtech:gt.meta.crushedCentrifuged:8009, oredict.crushedCentrifugedCryolite.name
gregtech:gt.meta.crushedCentrifuged:8010, oredict.crushedCentrifugedAluminiumFluoride.name
gregtech:gt.meta.crushedCentrifuged:8014, oredict.crushedCentrifugedAluminiumHydroxide.name
gregtech:gt.meta.crushedCentrifuged:8016, oredict.crushedCentrifugedMagnesiumCarbonate.name
gregtech:gt.meta.crushedCentrifuged:8018, oredict.crushedCentrifugedMagnesiumChloride.name
gregtech:gt.meta.crushedCentrifuged:8019, oredict.crushedCentrifugedSodiumNitrate.name
gregtech:gt.meta.crushedCentrifuged:8026, oredict.crushedCentrifugedTungstenTrioxide.name
gregtech:gt.meta.crushedCentrifuged:8028, oredict.crushedCentrifugedCalciumChloride.name
gregtech:gt.meta.crushedCentrifuged:8029, oredict.crushedCentrifugedLithiumChloride.name
gregtech:gt.meta.crushedCentrifuged:8101, oredict.crushedCentrifugedSoulsand.name
gregtech:gt.meta.crushedCentrifuged:8102, oredict.crushedCentrifugedSluiceSand.name
gregtech:gt.meta.crushedCentrifuged:8103, oredict.crushedCentrifugedPlatinumGroupSludge.name
gregtech:gt.meta.crushedCentrifuged:8203, oredict.crushedCentrifugedRockSalt.name
gregtech:gt.meta.crushedCentrifuged:8204, oredict.crushedCentrifugedSalt.name
gregtech:gt.meta.crushedCentrifuged:8205, oredict.crushedCentrifugedPotassiumNitrate.name
gregtech:gt.meta.crushedCentrifuged:8206, oredict.crushedCentrifugedNiter.name
gregtech:gt.meta.crushedCentrifuged:8207, oredict.crushedCentrifugedPhosphate.name
gregtech:gt.meta.crushedCentrifuged:8208, oredict.crushedCentrifugedPhosphorus.name
gregtech:gt.meta.crushedCentrifuged:8209, oredict.crushedCentrifugedApatite.name
gregtech:gt.meta.crushedCentrifuged:8215, oredict.crushedCentrifugedClay.name
gregtech:gt.meta.crushedCentrifuged:8226, oredict.crushedCentrifugedPhosphorite.name
gregtech:gt.meta.crushedCentrifuged:8234, oredict.crushedCentrifugedVanadiumPentoxide.name
gregtech:gt.meta.crushedCentrifuged:8242, oredict.crushedCentrifugedIodineSalt.name
gregtech:gt.meta.crushedCentrifuged:8243, oredict.crushedCentrifugedSilverIodide.name
gregtech:gt.meta.crushedCentrifuged:8276, oredict.crushedCentrifugedClayBrown.name
gregtech:gt.meta.crushedCentrifuged:8278, oredict.crushedCentrifugedManaDiamond.name
gregtech:gt.meta.crushedCentrifuged:8279, oredict.crushedCentrifugedElvenDragonstone.name
gregtech:gt.meta.crushedCentrifuged:8298, oredict.crushedCentrifugedEnergiumRed.name
gregtech:gt.meta.crushedCentrifuged:8299, oredict.crushedCentrifugedEnergiumCyan.name
gregtech:gt.meta.crushedCentrifuged:8300, oredict.crushedCentrifugedDiamond.name
gregtech:gt.meta.crushedCentrifuged:8301, oredict.crushedCentrifugedEmerald.name
gregtech:gt.meta.crushedCentrifuged:8302, oredict.crushedCentrifugedRuby.name
gregtech:gt.meta.crushedCentrifuged:8303, oredict.crushedCentrifugedBalasRuby.name
gregtech:gt.meta.crushedCentrifuged:8304, oredict.crushedCentrifugedSapphire.name
gregtech:gt.meta.crushedCentrifuged:8305, oredict.crushedCentrifugedGreenSapphire.name
gregtech:gt.meta.crushedCentrifuged:8306, oredict.crushedCentrifugedTopaz.name
gregtech:gt.meta.crushedCentrifuged:8307, oredict.crushedCentrifugedBlueTopaz.name
gregtech:gt.meta.crushedCentrifuged:8308, oredict.crushedCentrifugedTanzanite.name
gregtech:gt.meta.crushedCentrifuged:8309, oredict.crushedCentrifugedRedJasper.name
gregtech:gt.meta.crushedCentrifuged:8310, oredict.crushedCentrifugedAmber.name
gregtech:gt.meta.crushedCentrifuged:8311, oredict.crushedCentrifugedOlivine.name
gregtech:gt.meta.crushedCentrifuged:8312, oredict.crushedCentrifugedOpal.name
gregtech:gt.meta.crushedCentrifuged:8313, oredict.crushedCentrifugedAmethyst.name
gregtech:gt.meta.crushedCentrifuged:8314, oredict.crushedCentrifugedOrangeSapphire.name
gregtech:gt.meta.crushedCentrifuged:8315, oredict.crushedCentrifugedYellowSapphire.name
gregtech:gt.meta.crushedCentrifuged:8317, oredict.crushedCentrifugedDilithium.name
gregtech:gt.meta.crushedCentrifuged:8320, oredict.crushedCentrifugedNetherStar.name
gregtech:gt.meta.crushedCentrifuged:8321, oredict.crushedCentrifugedJade.name
gregtech:gt.meta.crushedCentrifuged:8322, oredict.crushedCentrifugedCraponite.name
gregtech:gt.meta.crushedCentrifuged:8323, oredict.crushedCentrifugedAquamarine.name
gregtech:gt.meta.crushedCentrifuged:8324, oredict.crushedCentrifugedMorganite.name
gregtech:gt.meta.crushedCentrifuged:8325, oredict.crushedCentrifugedDioptase.name
gregtech:gt.meta.crushedCentrifuged:8326, oredict.crushedCentrifugedSpinel.name
gregtech:gt.meta.crushedCentrifuged:8328, oredict.crushedCentrifugedBlueSapphire.name
gregtech:gt.meta.crushedCentrifuged:8329, oredict.crushedCentrifugedAmethystEnder.name
gregtech:gt.meta.crushedCentrifuged:8330, oredict.crushedCentrifugedLazurite.name
gregtech:gt.meta.crushedCentrifuged:8331, oredict.crushedCentrifugedSodalite.name
gregtech:gt.meta.crushedCentrifuged:8332, oredict.crushedCentrifugedLapis.name
gregtech:gt.meta.crushedCentrifuged:8333, oredict.crushedCentrifugedRedstone.name
gregtech:gt.meta.crushedCentrifuged:8334, oredict.crushedCentrifugedCoal.name
gregtech:gt.meta.crushedCentrifuged:8336, oredict.crushedCentrifugedCharcoal.name
gregtech:gt.meta.crushedCentrifuged:8337, oredict.crushedCentrifugedLignite.name
gregtech:gt.meta.crushedCentrifuged:8338, oredict.crushedCentrifugedMonazite.name
gregtech:gt.meta.crushedCentrifuged:8341, oredict.crushedCentrifugedGlowstone.name
gregtech:gt.meta.crushedCentrifuged:8342, oredict.crushedCentrifugedFirestone.name
gregtech:gt.meta.crushedCentrifuged:8346, oredict.crushedCentrifugedNetherQuartz.name
gregtech:gt.meta.crushedCentrifuged:8347, oredict.crushedCentrifugedCertusQuartz.name
gregtech:gt.meta.crushedCentrifuged:8348, oredict.crushedCentrifugedChargedCertusQuartz.name
gregtech:gt.meta.crushedCentrifuged:8349, oredict.crushedCentrifugedCoalCoke.name
gregtech:gt.meta.crushedCentrifuged:8350, oredict.crushedCentrifugedInfusedDull.name
gregtech:gt.meta.crushedCentrifuged:8351, oredict.crushedCentrifugedInfusedVis.name
gregtech:gt.meta.crushedCentrifuged:8352, oredict.crushedCentrifugedInfusedAir.name
gregtech:gt.meta.crushedCentrifuged:8353, oredict.crushedCentrifugedInfusedFire.name
gregtech:gt.meta.crushedCentrifuged:8354, oredict.crushedCentrifugedInfusedEarth.name
gregtech:gt.meta.crushedCentrifuged:8355, oredict.crushedCentrifugedInfusedWater.name
gregtech:gt.meta.crushedCentrifuged:8356, oredict.crushedCentrifugedInfusedEntropy.name
gregtech:gt.meta.crushedCentrifuged:8357, oredict.crushedCentrifugedInfusedOrder.name
gregtech:gt.meta.crushedCentrifuged:8358, oredict.crushedCentrifugedInfusedBalance.name
gregtech:gt.meta.crushedCentrifuged:8359, oredict.crushedCentrifugedElectrotine.name
gregtech:gt.meta.crushedCentrifuged:8362, oredict.crushedCentrifugedAnthracite.name
gregtech:gt.meta.crushedCentrifuged:8365, oredict.crushedCentrifugedLigniteCoke.name
gregtech:gt.meta.crushedCentrifuged:8368, oredict.crushedCentrifugedGlowstoneCeres.name
gregtech:gt.meta.crushedCentrifuged:8369, oredict.crushedCentrifugedGlowstoneIo.name
gregtech:gt.meta.crushedCentrifuged:8370, oredict.crushedCentrifugedGlowstoneEnceladus.name
gregtech:gt.meta.crushedCentrifuged:8371, oredict.crushedCentrifugedGlowstoneProteus.name
gregtech:gt.meta.crushedCentrifuged:8372, oredict.crushedCentrifugedGlowstonePluto.name
gregtech:gt.meta.crushedCentrifuged:8383, oredict.crushedCentrifugedPurpleSapphire.name
gregtech:gt.meta.crushedCentrifuged:8384, oredict.crushedCentrifugedHeliodor.name
gregtech:gt.meta.crushedCentrifuged:8385, oredict.crushedCentrifugedGoshenite.name
gregtech:gt.meta.crushedCentrifuged:8386, oredict.crushedCentrifugedBixbite.name
gregtech:gt.meta.crushedCentrifuged:8387, oredict.crushedCentrifugedMaxixe.name
gregtech:gt.meta.crushedCentrifuged:8388, oredict.crushedCentrifugedAlexandrite.name
gregtech:gt.meta.crushedCentrifuged:8389, oredict.crushedCentrifugedFluix.name
gregtech:gt.meta.crushedCentrifuged:8390, oredict.crushedCentrifugedPetroleumCoke.name
gregtech:gt.meta.crushedCentrifuged:8393, oredict.crushedCentrifugedSunnyQuartz.name
gregtech:gt.meta.crushedCentrifuged:8394, oredict.crushedCentrifugedLavenderQuartz.name
gregtech:gt.meta.crushedCentrifuged:8395, oredict.crushedCentrifugedRedQuartz.name
gregtech:gt.meta.crushedCentrifuged:8396, oredict.crushedCentrifugedBlazeQuartz.name
gregtech:gt.meta.crushedCentrifuged:8397, oredict.crushedCentrifugedSmokeyQuartz.name
gregtech:gt.meta.crushedCentrifuged:8398, oredict.crushedCentrifugedManaQuartz.name
gregtech:gt.meta.crushedCentrifuged:8399, oredict.crushedCentrifugedElvenQuartz.name
gregtech:gt.meta.crushedCentrifuged:8415, oredict.crushedCentrifugedOnyxRed.name
gregtech:gt.meta.crushedCentrifuged:8416, oredict.crushedCentrifugedOnyxBlack.name
gregtech:gt.meta.crushedCentrifuged:8417, oredict.crushedCentrifugedAmazonite.name
gregtech:gt.meta.crushedCentrifuged:8419, oredict.crushedCentrifugedZircon.name
gregtech:gt.meta.crushedCentrifuged:8420, oredict.crushedCentrifugedAzurite.name
gregtech:gt.meta.crushedCentrifuged:8421, oredict.crushedCentrifugedEudialyte.name
gregtech:gt.meta.crushedCentrifuged:8423, oredict.crushedCentrifugedDiamondIndustrial.name
gregtech:gt.meta.crushedCentrifuged:8424, oredict.crushedCentrifugedPinkDiamond.name
gregtech:gt.meta.crushedCentrifuged:8425, oredict.crushedCentrifugedOceanJasper.name
gregtech:gt.meta.crushedCentrifuged:8426, oredict.crushedCentrifugedRainforestJasper.name
gregtech:gt.meta.crushedCentrifuged:8427, oredict.crushedCentrifugedBlueJasper.name
gregtech:gt.meta.crushedCentrifuged:8428, oredict.crushedCentrifugedGreenJasper.name
gregtech:gt.meta.crushedCentrifuged:8429, oredict.crushedCentrifugedYellowJasper.name
gregtech:gt.meta.crushedCentrifuged:8430, oredict.crushedCentrifugedTigerEye.name
gregtech:gt.meta.crushedCentrifuged:8431, oredict.crushedCentrifugedCatsEye.name
gregtech:gt.meta.crushedCentrifuged:8432, oredict.crushedCentrifugedDragonEye.name
gregtech:gt.meta.crushedCentrifuged:8433, oredict.crushedCentrifugedHawksEye.name
gregtech:gt.meta.crushedCentrifuged:8434, oredict.crushedCentrifugedBlackEye.name
gregtech:gt.meta.crushedCentrifuged:8435, oredict.crushedCentrifugedTigerIron.name
gregtech:gt.meta.crushedCentrifuged:8436, oredict.crushedCentrifugedRedFluorite.name
gregtech:gt.meta.crushedCentrifuged:8437, oredict.crushedCentrifugedPinkFluorite.name
gregtech:gt.meta.crushedCentrifuged:8438, oredict.crushedCentrifugedBlueFluorite.name
gregtech:gt.meta.crushedCentrifuged:8439, oredict.crushedCentrifugedGreenFluorite.name
gregtech:gt.meta.crushedCentrifuged:8440, oredict.crushedCentrifugedBlackFluorite.name
gregtech:gt.meta.crushedCentrifuged:8441, oredict.crushedCentrifugedWhiteFluorite.name
gregtech:gt.meta.crushedCentrifuged:8442, oredict.crushedCentrifugedYellowFluorite.name
gregtech:gt.meta.crushedCentrifuged:8443, oredict.crushedCentrifugedOrangeFluorite.name
gregtech:gt.meta.crushedCentrifuged:8444, oredict.crushedCentrifugedMagentaFluorite.name
gregtech:gt.meta.crushedCentrifuged:8445, oredict.crushedCentrifugedMilkyQuartz.name
gregtech:gt.meta.crushedCentrifuged:8446, oredict.crushedCentrifugedBrownAventurine.name
gregtech:gt.meta.crushedCentrifuged:8447, oredict.crushedCentrifugedYellowAventurine.name
gregtech:gt.meta.crushedCentrifuged:8448, oredict.crushedCentrifugedGreenAventurine.name
gregtech:gt.meta.crushedCentrifuged:8449, oredict.crushedCentrifugedBlackAventurine.name
gregtech:gt.meta.crushedCentrifuged:8450, oredict.crushedCentrifugedBlueAventurine.name
gregtech:gt.meta.crushedCentrifuged:8451, oredict.crushedCentrifugedRedAventurine.name
gregtech:gt.meta.crushedCentrifuged:8455, oredict.crushedCentrifugedClayRed.name
gregtech:gt.meta.crushedCentrifuged:8456, oredict.crushedCentrifugedGloomstone.name
gregtech:gt.meta.crushedCentrifuged:8457, oredict.crushedCentrifugedVoidQuartz.name
gregtech:gt.meta.crushedCentrifuged:8600, oredict.crushedCentrifugedElectrum.name
gregtech:gt.meta.crushedCentrifuged:8630, oredict.crushedCentrifugedSteel.name
gregtech:gt.meta.crushedCentrifuged:8642, oredict.crushedCentrifugedPigIron.name
gregtech:gt.meta.crushedCentrifuged:8649, oredict.crushedCentrifugedMeteoricIron.name
gregtech:gt.meta.crushedCentrifuged:8676, oredict.crushedCentrifugedAstralSilver.name
gregtech:gt.meta.crushedCentrifuged:8677, oredict.crushedCentrifugedMidasium.name
gregtech:gt.meta.crushedCentrifuged:8678, oredict.crushedCentrifugedMithril.name
gregtech:gt.meta.crushedCentrifuged:8707, oredict.crushedCentrifugedArdite.name
gregtech:gt.meta.crushedCentrifuged:8719, oredict.crushedCentrifugedOsmium.name
gregtech:gt.meta.crushedCentrifuged:8722, oredict.crushedCentrifugedElvenElementium.name
gregtech:gt.meta.crushedCentrifuged:8736, oredict.crushedCentrifugedEndium.name
gregtech:gt.meta.crushedCentrifuged:8744, oredict.crushedCentrifugedAncientDebris.name
gregtech:gt.meta.crushedCentrifuged:8747, oredict.crushedCentrifugedEfrine.name
gregtech:gt.meta.crushedCentrifuged:8750, oredict.crushedCentrifugedDesh.name
gregtech:gt.meta.crushedCentrifuged:8753, oredict.crushedCentrifugedDolamide.name
gregtech:gt.meta.crushedCentrifuged:8754, oredict.crushedCentrifugedOriharukon.name
gregtech:gt.meta.crushedCentrifuged:8755, oredict.crushedCentrifugedAdamantite.name
gregtech:gt.meta.crushedCentrifuged:8784, oredict.crushedCentrifugedAdamantine.name
gregtech:gt.meta.crushedCentrifuged:8791, oredict.crushedCentrifugedDraconium.name
gregtech:gt.meta.crushedCentrifuged:8795, oredict.crushedCentrifugedBedrockium.name
